ContractingOfficeCode	fiscal_year	obligatedamount_1year	numberofactions_1year	NumberOfTransactions_1year	NumberOfContracts_1year	numberofactions_7year	obligatedamount_7year	PBSCobligated_7year
00542	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3GV51 	1992	NULL	NULL	NULL	NULL	NULL	NULL	NULL
FLB10	1993	NULL	NULL	NULL	NULL	NULL	NULL	NULL
N68711	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2349	2002	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3TA27 	1990	NULL	NULL	NULL	NULL	NULL	NULL	NULL
95CV	2001	NULL	NULL	NULL	NULL	NULL	NULL	NULL
47QMCD	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
7B07	2006	NULL	NULL	NULL	NULL	NULL	NULL	NULL
HQ023	2014	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2RA11B	1989	NULL	NULL	NULL	NULL	NULL	NULL	NULL
CA870	2001	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2TM516	1991	NULL	NULL	NULL	NULL	NULL	NULL	NULL
PL000	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
FAM00	2004	NULL	NULL	NULL	NULL	NULL	NULL	NULL
DANCT	2007	NULL	NULL	NULL	NULL	NULL	NULL	NULL
W911SE	2002	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2RB11N	1993	NULL	NULL	NULL	NULL	NULL	NULL	NULL
140D05	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
12USEC	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NJ501	1994	NULL	NULL	NULL	NULL	NULL	NULL	NULL
00674P	2013	NULL	NULL	NULL	NULL	NULL	NULL	NULL
S2205A	2006	NULL	NULL	NULL	NULL	NULL	NULL	NULL
N68702	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL
ETA03	2015	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1232RD	2017	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1HA10 	1990	NULL	NULL	NULL	NULL	NULL	NULL	NULL
04660	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
JA810	2008	NULL	NULL	NULL	NULL	NULL	NULL	NULL
HA50 	1994	NULL	NULL	NULL	NULL	NULL	NULL	NULL
140A07	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
8371	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
GV55	2002	NULL	NULL	NULL	NULL	NULL	NULL	NULL
044U9	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
00508P	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL
19T040	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
XAD12	1994	NULL	NULL	NULL	NULL	NULL	NULL	NULL
SP3300	2009	NULL	NULL	NULL	NULL	NULL	NULL	NULL
31C3	2006	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4013H 	1990	NULL	NULL	NULL	NULL	NULL	NULL	NULL
RS790	2001	NULL	NULL	NULL	NULL	NULL	NULL	NULL
BN01	2003	NULL	NULL	NULL	NULL	NULL	NULL	NULL
FA8003	2011	NULL	NULL	NULL	NULL	NULL	NULL	NULL
CV105	2001	NULL	NULL	NULL	NULL	NULL	NULL	NULL
TL000	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
75H712	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
00063	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2RX614	1992	NULL	NULL	NULL	NULL	NULL	NULL	NULL
W911SA	2004	NULL	NULL	NULL	NULL	NULL	NULL	NULL
ARFA8	2004	NULL	NULL	NULL	NULL	NULL	NULL	NULL
BSPTX	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
S0710A	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3AC20 	1993	NULL	NULL	NULL	NULL	NULL	NULL	NULL
W911T8	2004	NULL	NULL	NULL	NULL	NULL	NULL	NULL
MT004	2007	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NA10B	1994	NULL	NULL	NULL	NULL	NULL	NULL	NULL
TS800	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
47PG02	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
M62974	2004	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2WK201	1992	NULL	NULL	NULL	NULL	NULL	NULL	NULL
15UBAS	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
71JR	2003	NULL	NULL	NULL	NULL	NULL	NULL	NULL
TAFCA	2006	NULL	NULL	NULL	NULL	NULL	NULL	NULL
36P568	2017	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5441	2012	56350.0000	36	37	20	NULL	NULL	NULL
VC900	1998	17073558.0000	321	321	11	NULL	NULL	NULL
00272	2010	852415193.1408	2118	2201	1817	NULL	NULL	NULL
TU100	2012	144337.4412	16	16	15	NULL	NULL	NULL
FA3029	2018	12023094.8102	385	384	20	NULL	NULL	NULL
47AD00	2018	132110.8886	3	3	3	NULL	NULL	NULL
G2404	1996	11633779.0000	122	122	43	NULL	NULL	NULL
W91QF7	2009	32631487.0142	823	851	563	NULL	NULL	NULL
HQTRS	2008	4096072.6257	165	165	163	NULL	NULL	NULL
W917BK	2009	174800140.9843	245	246	164	NULL	NULL	NULL
FA5215	2006	197620949.0000	1363	868	661	NULL	NULL	NULL
95F400	2017	10923.0000	1	1	1	NULL	NULL	NULL
GE210	2011	8370884.0017	2732	531	437	NULL	NULL	NULL
W911YP	2017	12189818.8555	357	369	297	NULL	NULL	NULL
91W8	2008	3021757.1542	57	105	97	NULL	NULL	NULL
FA8307	2016	141177886.8657	659	684	453	NULL	NULL	NULL
GF40 	1998	602498710.0000	1141	1141	557	NULL	NULL	NULL
N66001	2015	12885453.9502	177	193	138	NULL	NULL	NULL
PD001	2010	70623699.9056	1416	1449	969	NULL	NULL	NULL
W9133L	2015	684448750.1411	1203	1240	865	NULL	NULL	NULL
FA4419	2009	32248927.6750	476	497	349	NULL	NULL	NULL
75N920	2017	252240842.8249	1462	1496	1350	NULL	NULL	NULL
140L59	2017	0.0000	3	3	3	NULL	NULL	NULL
GH100	2003	18482.0000	2	2	2	NULL	NULL	NULL
19P050	2018	1742425.1164	183	203	151	NULL	NULL	NULL
FA3089	2010	190047740.8875	2116	1395	960	NULL	NULL	NULL
3HU89 	1991	914433000.0000	NULL	71	6	NULL	NULL	NULL
EB000	2001	288264399.0000	1169	1177	829	NULL	NULL	NULL
2E614A	1992	84138983.0000	NULL	408	296	NULL	NULL	NULL
C2477	1999	416122537.0000	1073	1073	320	NULL	NULL	NULL
1HA43 	1992	273000.0000	NULL	3	3	NULL	NULL	NULL
W912DS	2009	708451405.6057	543	576	359	NULL	NULL	NULL
00405	2015	122075.1300	13	13	11	NULL	NULL	NULL
6395	2009	107821720.3808	3084	3430	2556	NULL	NULL	NULL
00742	2016	646594.9507	20	20	18	NULL	NULL	NULL
4670	2003	25125.0000	2	2	1	NULL	NULL	NULL
9JNE	2007	9359251.5306	269	356	265	NULL	NULL	NULL
FM549	2009	352093.9199	68	68	59	NULL	NULL	NULL
W912C4	2005	6844466.0000	483	483	343	NULL	NULL	NULL
84JC	2015	5715969.2200	291	299	229	NULL	NULL	NULL
AO500	2009	2557781.8439	410	142	142	NULL	NULL	NULL
19TX10	2017	368237.8631	60	71	57	NULL	NULL	NULL
SC000	2006	27164906.7801	221	235	155	NULL	NULL	NULL
W56KGU	2014	110753.4219	2	2	2	NULL	NULL	NULL
551	2014	159902.2700	202	264	255	NULL	NULL	NULL
SPRTA1	2017	651084499.5580	1373	1402	1082	NULL	NULL	NULL
00521S	2008	11246712.7172	5021	5021	5021	NULL	NULL	NULL
HA25	2003	18270237.0000	111	115	100	NULL	NULL	NULL
SL000	2014	19709007.2322	566	653	379	NULL	NULL	NULL
W9115U	2011	135493428.0193	1156	696	343	NULL	NULL	NULL
91W2	2012	509650.3203	110	115	106	NULL	NULL	NULL
SPM8E5	2008	22013988.0000	1150	1149	1149	NULL	NULL	NULL
HE1254	2011	88182654.8783	2541	2658	2462	NULL	NULL	NULL
0343	2006	1273265.5023	53	71	57	NULL	NULL	NULL
60020	2006	36803747.3399	38	38	37	NULL	NULL	NULL
N61821	2017	253933.7297	29	29	29	NULL	NULL	NULL
2JA106	1991	117109542.0000	NULL	387	206	NULL	NULL	NULL
GM20	2004	73194949.0000	253	255	227	NULL	NULL	NULL
AM635	1996	34242271.0000	29	29	27	NULL	NULL	NULL
SPM7A5	2009	94702695.0000	3904	3904	3904	NULL	NULL	NULL
19SL20	2018	4721306.9875	341	372	304	NULL	NULL	NULL
DA10 	1997	1848982.0000	30	30	30	NULL	NULL	NULL
C2474	1999	282917780.0000	817	817	221	NULL	NULL	NULL
2F7001	1991	20507000.0000	NULL	186	122	NULL	NULL	NULL
00250	2013	81918553.9165	5548	297	236	NULL	NULL	NULL
ES600	2008	5275934.8538	2615	302	299	NULL	NULL	NULL
N63102	2010	558038.8624	46	49	49	NULL	NULL	NULL
BS795	1998	145361588.0000	617	617	22	NULL	NULL	NULL
1HC35 	1992	44054000.0000	NULL	347	131	NULL	NULL	NULL
3K47	2002	74784.0000	9	9	5	NULL	NULL	NULL
1AK01 	1993	412479827.0000	NULL	451	334	NULL	NULL	NULL
XB000	2013	4163499.5307	150	150	92	NULL	NULL	NULL
W912L9	2013	104221508.1816	1910	1955	1418	NULL	NULL	NULL
N62126	2009	32240.0000	9	9	9	NULL	NULL	NULL
11003	2008	4875781.0579	300	306	297	NULL	NULL	NULL
WE1330	2016	397264.5498	67	75	70	NULL	NULL	NULL
V0031A	2015	368926.3000	62	45	44	NULL	NULL	NULL
AC512	1996	135212496.0000	26	26	14	NULL	NULL	NULL
FA8734	2009	51501429.8884	155	163	59	NULL	NULL	NULL
50507	2010	24495671.5382	708	729	667	NULL	NULL	NULL
SPM4A8	2018	118842768.9826	102	106	102	NULL	NULL	NULL
FA6703	2010	30233718.0898	286	292	163	NULL	NULL	NULL
CW03 	1999	61804673.0000	178	178	117	NULL	NULL	NULL
CI000	2006	18986093.8815	50	51	51	NULL	NULL	NULL
NE000	2009	766249.4701	95	95	79	NULL	NULL	NULL
CA17	2004	33467194.0000	208	212	163	NULL	NULL	NULL
7B80	2008	434509.0306	45	45	45	NULL	NULL	NULL
FA8802	2006	750513213.0000	277	284	78	NULL	NULL	NULL
RA009	2005	82758.0000	2	2	2	NULL	NULL	NULL
LP000	2010	343372.8125	1	2961	1304	NULL	NULL	NULL
00540	2010	38654653.5546	308	367	292	NULL	NULL	NULL
FA8211	2017	30167313.0625	17	19	9	NULL	NULL	NULL
82E6	2011	452687.1996	74	74	57	NULL	NULL	NULL
H92254	2010	402422392.5014	3085	3099	1125	NULL	NULL	NULL
CR000	2007	262677750.2050	157326	157851	151051	NULL	NULL	NULL
0139	2003	13850022.0000	104	121	121	NULL	NULL	NULL
N00232	2006	7645195.5937	597	597	505	NULL	NULL	NULL
1202RC	2017	6560838.4837	481	502	395	NULL	NULL	NULL
SP4400	2009	51636560.4129	9742	9760	4512	NULL	NULL	NULL
FA8615	2015	977288086.9601	290	292	89	NULL	NULL	NULL
00291	2006	161334047.5402	183	187	106	NULL	NULL	NULL
00246	2002	122442.1094	4	5	3	NULL	NULL	NULL
NAMA0	2010	180160160.7972	887	921	504	NULL	NULL	NULL
15JA02	2018	511504.0996	16	17	17	NULL	NULL	NULL
81K1	2010	336453.0296	48	48	48	NULL	NULL	NULL
1232M2	2017	58519.3605	5	5	5	NULL	NULL	NULL
HQTR0	2014	251100599.5983	1565	1692	852	NULL	NULL	NULL
00006	2001	2718000.0000	14	14	13	NULL	NULL	NULL
	2007	930625.7031	0	2	2	NULL	NULL	NULL
00009	2013	94609733.7849	1619	1744	1254	NULL	NULL	NULL
W912P4	2011	63887110.5665	393	411	261	NULL	NULL	NULL
1261KZ	2018	14500.2501	5	7	7	NULL	NULL	NULL
FA2543	2004	541184.0000	4	4	4	NULL	NULL	NULL
333215	2018	239580.1195	27	27	22	NULL	NULL	NULL
51904	2007	12158553.0070	622	625	514	NULL	NULL	NULL
1145PC	2018	104101860.9790	10553	903	739	NULL	NULL	NULL
FA8205	2016	848665.0000	1	1	1	NULL	NULL	NULL
N00014	2004	50000.0000	2	4	4	NULL	NULL	NULL
SPM4AN	2014	335971.8900	21	21	21	NULL	NULL	NULL
00041	2003	1118243.0000	59	59	52	NULL	NULL	NULL
W914NS	2005	58427256.7500	29	50	49	NULL	NULL	NULL
00011	2009	60118475.0589	243	244	195	NULL	NULL	NULL
SPM5E7	2013	8461955.1513	615	615	575	NULL	NULL	NULL
3SL02 	1991	24913000.0000	NULL	114	76	NULL	NULL	NULL
UK560	2010	17181438.6590	1256	528	514	NULL	NULL	NULL
46W	2004	18646.0000	1	1	1	NULL	NULL	NULL
2TL515	1992	5475536.0000	NULL	69	44	NULL	NULL	NULL
RN500	2001	4986959.0000	87	87	78	NULL	NULL	NULL
00009	2013	1560034425.3748	338	370	126	NULL	NULL	NULL
2TK400	1991	2682000.0000	NULL	37	21	NULL	NULL	NULL
UK000	2015	8988591.3418	230	225	117	NULL	NULL	NULL
NRCHQ	2015	218948394.2408	2149	2328	1276	NULL	NULL	NULL
N68292	2015	1484617.7659	206	206	141	NULL	NULL	NULL
WA60Q	1999	10264877.0000	121	121	96	NULL	NULL	NULL
00031	2007	135282.5098	30	15	15	NULL	NULL	NULL
NRCR4	2013	402481.1295	162	162	113	NULL	NULL	NULL
N49093	2012	12319.9697	1	1	1	NULL	NULL	NULL
W912PB	2016	143190756.6405	3034	1663	1264	NULL	NULL	NULL
00437	2006	14061319.5430	91	94	94	NULL	NULL	NULL
129A73	2017	38827.6194	6	6	6	NULL	NULL	NULL
RB100	2009	2314192.0859	1243	154	143	NULL	NULL	NULL
RS890	2011	370658.6084	226	32	32	NULL	NULL	NULL
7604	2013	139097499.8277	834	906	733	NULL	NULL	NULL
19HU20	2017	2104660.6536	197	223	188	NULL	NULL	NULL
RBKNY	2011	370584.0000	37	39	39	NULL	NULL	NULL
61503	2011	13427350.0483	321	337	290	NULL	NULL	NULL
MY300	2009	3463214.0000	871	193	186	NULL	NULL	NULL
50903	2007	10047647.0225	568	576	451	NULL	NULL	NULL
W9124V	2006	4462104.0000	280	281	246	NULL	NULL	NULL
51LA	2009	2081978.6549	193	193	192	NULL	NULL	NULL
PD001	2006	33738272.1270	1745	1750	1281	NULL	NULL	NULL
1TM01 	1993	78387635.0000	NULL	201	53	NULL	NULL	NULL
AC000	2006	182743205.8596	892	904	577	NULL	NULL	NULL
DG000	2008	43574996.0325	551	551	326	NULL	NULL	NULL
00004	2014	47580376.1693	1877	1931	1442	NULL	NULL	NULL
UA20A	1996	2219865.0000	37	37	21	NULL	NULL	NULL
52KY	2014	390751.7300	43	43	33	NULL	NULL	NULL
S2404A	2015	-100490821.0729	1746	1854	1737	NULL	NULL	NULL
140A01	2018	15489389.4819	980	1106	868	NULL	NULL	NULL
M67861	2016	6839722.1017	266	266	203	NULL	NULL	NULL
SPM5EJ	2014	20011305.0400	1319	1322	1272	NULL	NULL	NULL
S5111A	2009	737136.3750	7	7	7	NULL	NULL	NULL
40000	2013	37523551.1161	1635	1623	1194	NULL	NULL	NULL
GU23 	1998	11834063.0000	7	7	1	NULL	NULL	NULL
FA8903	2013	1011282370.5934	2242	2450	1574	NULL	NULL	NULL
N68095	2011	3199723.8825	362	362	282	NULL	NULL	NULL
FA5000	2008	185929583.4179	2087	1992	1368	NULL	NULL	NULL
SPMHA6	2014	3895827.7400	237	237	218	NULL	NULL	NULL
692L79	2018	490775814.8610	2454	2539	1338	NULL	NULL	NULL
FA8532	2010	59277805.3920	413	417	296	NULL	NULL	NULL
W91QVN	2016	318321513.5809	3140	2299	1651	NULL	NULL	NULL
CH000	2014	316335.5100	27	30	26	NULL	NULL	NULL
47PA03	2017	36555997.4865	261	269	220	NULL	NULL	NULL
3JA20 	1993	62420015.0000	NULL	239	109	NULL	NULL	NULL
HC1021	2006	99290401.0000	337	345	321	NULL	NULL	NULL
00002	2006	15279287.9789	351	351	277	NULL	NULL	NULL
00246	2011	343323711.3906	28402	4353	3615	NULL	NULL	NULL
00652P	2007	8695367.8490	13791	3710	3710	NULL	NULL	NULL
3HU25 	1991	314664000.0000	NULL	132	20	NULL	NULL	NULL
1000	2006	2395384.7774	12	13	12	NULL	NULL	NULL
ETA01	2016	398470.4200	3	3	3	NULL	NULL	NULL
HT0014	2016	353949422.2827	3758	3990	3218	NULL	NULL	NULL
00110	2009	2347068.3878	77	113	105	NULL	NULL	NULL
SS001	2016	232281016.4445	2099	2235	1632	NULL	NULL	NULL
FA3047	2002	0.0000	0	3	3	NULL	NULL	NULL
FA6633	2009	15462663.4310	361	372	273	NULL	NULL	NULL
D0231	2001	174793209.0000	321	321	173	NULL	NULL	NULL
00006	2010	1041839.2215	177	165	128	NULL	NULL	NULL
M00027	2014	221969612.3200	48	48	2	NULL	NULL	NULL
N66604	2015	455613767.7003	2765	2893	1364	NULL	NULL	NULL
00001	2005	24490.2793	8	7	7	NULL	NULL	NULL
EE465	2005	121826.4400	141	141	42	NULL	NULL	NULL
DEASA	2013	335638.9998	235	235	115	NULL	NULL	NULL
TK765	2001	127046.0000	1	1	1	NULL	NULL	NULL
645S	2015	1727610.1802	251	293	211	NULL	NULL	NULL
N63374	2016	-30304.0800	15	17	17	NULL	NULL	NULL
00240	2012	2670323.2579	30	30	30	NULL	NULL	NULL
GD50	2002	272977738.0000	831	876	762	NULL	NULL	NULL
M67861	2007	13217407.0000	643	721	625	NULL	NULL	NULL
W911KB	2017	253978470.7321	1005	1045	669	NULL	NULL	NULL
333143	2018	439617.4895	33	33	32	NULL	NULL	NULL
FA8131	2014	43261233.3700	36	36	1	NULL	NULL	NULL
720294	2018	84387186.0472	120	137	102	NULL	NULL	NULL
A8107	1998	123689608.0000	409	409	214	NULL	NULL	NULL
5522	2010	431883.3765	48	48	48	NULL	NULL	NULL
GV51 	1997	572349111.0000	129	129	8	NULL	NULL	NULL
124283	2017	1770879.3241	83	99	80	NULL	NULL	NULL
8379	2013	1563982.1692	74	74	64	NULL	NULL	NULL
N00024	2002	10985.0000	2	2	2	NULL	NULL	NULL
CB600	2015	3331780.9700	310	342	291	NULL	NULL	NULL
N68948	2010	0.0000	1	1	1	NULL	NULL	NULL
2BS795	1992	166260609.0000	NULL	612	36	NULL	NULL	NULL
OIG	2010	159407.1114	11	11	9	NULL	NULL	NULL
W56KGZ	2016	188977305.1316	282	328	212	NULL	NULL	NULL
KE500	2015	20989207.9300	911	1057	878	NULL	NULL	NULL
00437S	2008	11738799.5224	4902	4902	4902	NULL	NULL	NULL
TU460	2010	3129038.3701	1128	174	174	NULL	NULL	NULL
W81K04	2018	186337254.8527	949	1087	774	NULL	NULL	NULL
MILMI	2008	1466931.1139	233	214	214	NULL	NULL	NULL
00502	2003	10512161.2100	203	250	236	NULL	NULL	NULL
00531	2009	13441392.5317	6621	172	169	NULL	NULL	NULL
9543	2015	144674721.8686	713	776	597	NULL	NULL	NULL
N68546	2018	1060794.8399	87	87	71	NULL	NULL	NULL
YA000	2014	40130279.1100	754	894	651	NULL	NULL	NULL
ZD15	2002	19629320.0000	180	192	188	NULL	NULL	NULL
124660	2017	711210.6601	77	79	71	NULL	NULL	NULL
JA04 	1996	95395400.0000	635	635	190	NULL	NULL	NULL
ZD50 	1995	167318547.0000	612	612	197	NULL	NULL	NULL
00004	2004	13703417.0000	266	285	230	NULL	NULL	NULL
ASHKY	2004	2694000.0000	113	115	113	NULL	NULL	NULL
RS191	2007	39855442.2930	1453	1484	1091	NULL	NULL	NULL
8429	2015	245117.6100	412	414	379	NULL	NULL	NULL
00001	2005	437424235.2445	139	173	170	NULL	NULL	NULL
FA3029	2013	6618611.3521	556	556	15	NULL	NULL	NULL
CA050	2002	225000.0000	8	9	8	NULL	NULL	NULL
FA8802	2016	912865568.3120	167	169	36	NULL	NULL	NULL
JV000	2010	1219425.8008	52	52	46	NULL	NULL	NULL
GV40	2001	77290199.0000	109	116	87	NULL	NULL	NULL
BA05 	1997	73997091.0000	367	367	187	NULL	NULL	NULL
15B617	2017	6330502.6574	194	194	129	NULL	NULL	NULL
INLEC	2008	16572459.0348	116	161	150	NULL	NULL	NULL
00501S	2007	10621341.4448	3273	3273	3273	NULL	NULL	NULL
00635	2005	20306353.0000	32	32	32	NULL	NULL	NULL
00072	2014	17551815.4307	172	185	123	NULL	NULL	NULL
00667P	2007	3985394.2548	13549	5368	5368	NULL	NULL	NULL
00001	2005	13973028.1673	80	86	54	NULL	NULL	NULL
140R60	2017	22974861.2610	345	346	268	NULL	NULL	NULL
AZ950	2003	1688000.0000	45	48	38	NULL	NULL	NULL
47PE10	2017	0.0000	1	1	1	NULL	NULL	NULL
ZD10 	1998	204459366.0000	630	630	245	NULL	NULL	NULL
HA14 	1996	21733448.0000	109	109	66	NULL	NULL	NULL
N63082	2018	2818461.1895	164	164	156	NULL	NULL	NULL
N69316	2007	317015443.0000	598	598	86	NULL	NULL	NULL
CW60 	1999	35171371.0000	72	72	49	NULL	NULL	NULL
40020	2008	1027506.0367	201	201	195	NULL	NULL	NULL
CPOAS	2003	188518286.3809	345	360	260	NULL	NULL	NULL
DEAAT	2015	1457684.4400	520	521	297	NULL	NULL	NULL
00003	2016	47015.7500	23	23	13	NULL	NULL	NULL
00049	2011	4156114.1410	480	484	344	NULL	NULL	NULL
3294	2001	2018.0000	1	1	1	NULL	NULL	NULL
15JA86	2018	991971.2826	122	122	57	NULL	NULL	NULL
SPM8ES	2014	7470131.9300	383	387	360	NULL	NULL	NULL
W912LR	2008	14827664.6299	748	749	625	NULL	NULL	NULL
00687	2009	3544677.2069	1730	64	64	NULL	NULL	NULL
1AA03 	1991	16464000.0000	NULL	116	84	NULL	NULL	NULL
0069DP	2014	1914308.3302	197	197	197	NULL	NULL	NULL
R55575	2018	409639.5870	19	19	19	NULL	NULL	NULL
AMOS	2015	5970161.0800	73	75	69	NULL	NULL	NULL
SPM2D1	2016	47482397.6620	7300	7393	7320	NULL	NULL	NULL
0010F	2011	885390368.3632	2322	2313	335	NULL	NULL	NULL
N68994	2013	0.0000	54	60	60	NULL	NULL	NULL
SW02	2003	1466132.0000	18	18	16	NULL	NULL	NULL
WK000	2009	4311026.9627	177	177	118	NULL	NULL	NULL
2TK618	1991	143000.0000	NULL	2	2	NULL	NULL	NULL
00618	2003	51076003.1200	520	572	518	NULL	NULL	NULL
UA000	2007	17998460.2406	333	352	252	NULL	NULL	NULL
N62080	2017	68183.4702	40	40	40	NULL	NULL	NULL
MD700	2009	1107961.1881	344	105	90	NULL	NULL	NULL
FA8623	2018	7434785.8438	168	168	11	NULL	NULL	NULL
41000	2011	44827.8603	10	11	11	NULL	NULL	NULL
NJ20B	2004	25743557.0000	104	104	85	NULL	NULL	NULL
47PE06	2018	12322514.8870	220	238	172	NULL	NULL	NULL
DA21 	1995	18568967.0000	149	149	88	NULL	NULL	NULL
BL50A	2004	125604893.0000	580	580	358	NULL	NULL	NULL
RA000	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
POO00	2004	NULL	NULL	NULL	NULL	NULL	NULL	NULL
SPM5L2	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL
FA8810	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3GU25 	1992	NULL	NULL	NULL	NULL	NULL	NULL	NULL
MS076	2001	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2RK604	1991	NULL	NULL	NULL	NULL	NULL	NULL	NULL
V55614	2010	NULL	NULL	NULL	NULL	NULL	NULL	NULL
OIG001	2013	NULL	NULL	NULL	NULL	NULL	NULL	NULL
UX300	1994	NULL	NULL	NULL	NULL	NULL	NULL	NULL
RC11B	1994	NULL	NULL	NULL	NULL	NULL	NULL	NULL
MEMTN	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
FA2487	2013	NULL	NULL	NULL	NULL	NULL	NULL	NULL
88000	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL
9A47	2002	NULL	NULL	NULL	NULL	NULL	NULL	NULL
140D71	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
04389	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3SB11 	1990	NULL	NULL	NULL	NULL	NULL	NULL	NULL
BR820	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
SPE2D6	2018	NULL	NULL	NULL	NULL	NULL	NULL	NULL
36C518	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
EE474	2004	NULL	NULL	NULL	NULL	NULL	NULL	NULL
82A7	2008	NULL	NULL	NULL	NULL	NULL	NULL	NULL
15M098	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
36H797	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3JA36 	1993	NULL	NULL	NULL	NULL	NULL	NULL	NULL
80500	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL
15M061	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
210	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NQ000	2002	NULL	NULL	NULL	NULL	NULL	NULL	NULL
OEEMA	2007	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5CW60 	1990	NULL	NULL	NULL	NULL	NULL	NULL	NULL
HAZWV	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
HQ0421	2002	NULL	NULL	NULL	NULL	NULL	NULL	NULL
00013	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
0115	2003	NULL	NULL	NULL	NULL	NULL	NULL	NULL
FA7000	2001	NULL	NULL	NULL	NULL	NULL	NULL	NULL
HQ014	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
FA5703	2011	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1AB07 	1989	NULL	NULL	NULL	NULL	NULL	NULL	NULL
MS033	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
00543	2004	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2WK239	1992	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2WF10D	1989	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6392	2002	NULL	NULL	NULL	NULL	NULL	NULL	NULL
00519P	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
CA650	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
SPM4A8	2008	NULL	NULL	NULL	NULL	NULL	NULL	NULL
SPM7A4	2006	NULL	NULL	NULL	NULL	NULL	NULL	NULL
MS046	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
BORCA	2002	NULL	NULL	NULL	NULL	NULL	NULL	NULL
47QTHA	2016	NULL	NULL	NULL	NULL	NULL	NULL	NULL
AC531	1995	NULL	NULL	NULL	NULL	NULL	NULL	NULL
AAA00	2008	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1HC21 	1989	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3FE03 	1990	NULL	NULL	NULL	NULL	NULL	NULL	NULL
VX724	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NJ40C	1999	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3TA13 	1990	NULL	NULL	NULL	NULL	NULL	NULL	NULL
S4803A	2014	NULL	NULL	NULL	NULL	NULL	NULL	NULL
BY700	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
W912L2	2001	NULL	NULL	NULL	NULL	NULL	NULL	NULL
LERC0	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
82PF	2003	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NV956	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL
